pathway	external_id	source	hgnc_symbol_ids
Synthesis of substrates in N-glycan biosythesis	R-HSA-446219	Reactome	DOLK,RENBP,DHDDS,ST6GAL2,FUOM,ALG5,DOLPP1,ST8SIA1,GNE,PMM2,PMM1,FUK,ST6GAL1,ST6GALNAC2,CMAS,AMDHD2,GMDS,SLC35A1,SRD5A3,NANP,NANS,DPM3,DPM2,PGM3,NUS1,ST3GAL3,ST3GAL2,ST3GAL1,GNPNAT1,ST3GAL6,ST3GAL5,ST3GAL4,CTSA,UAP1,GMPPA,GMPPB,FPGT,MVD,NUDT14,ST6GALNAC6,ST6GALNAC5,ST6GALNAC4,ST6GALNAC3,NAGK,ST6GALNAC1,NPL,TSTA3,SLC17A5,ST8SIA5,ST8SIA4,ST8SIA3,ST8SIA2,GLB1,MPI,DPM1,ST8SIA6,NEU4,GFPT1,GFPT2,SLC35C1,NEU1,NEU2,NEU3
Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein	R-HSA-446193	Reactome	DOLK,RENBP,ALG8,ALG9,ST6GAL2,FUOM,ALG2,ALG3,ALG1,ALG6,DHDDS,ALG5,DOLPP1,ALG10B,GLB1,MPDU1,GNE,PMM2,PMM1,ST6GALNAC5,ALG13,ST6GALNAC3,ST6GAL1,ST6GALNAC2,CMAS,AMDHD2,GMDS,SLC35A1,CTSA,SRD5A3,NANP,NANS,DPM3,DPM2,PGM3,NUS1,ST3GAL3,ST3GAL2,ST3GAL1,DPAGT1,GNPNAT1,ST3GAL6,ST3GAL5,ST3GAL4,ST6GALNAC6,UAP1,GMPPA,GMPPB,FPGT,MVD,NUDT14,RFT1,ALG10,ALG11,ALG12,ST6GALNAC4,ALG14,NAGK,ST6GALNAC1,NPL,FUK,TSTA3,SLC17A5,ST8SIA5,ST8SIA4,ST8SIA3,ST8SIA2,ST8SIA1,MPI,DPM1,ST8SIA6,NEU4,GFPT1,GFPT2,SLC35C1,NEU1,NEU2,NEU3
CREB phosphorylation	R-HSA-199920	Reactome	RPS6KA1,RPS6KA2,RPS6KA3,RPS6KA5,CREB1,ATF1,MAPKAPK2
role of nicotinic acetylcholine receptors in the regulation of apoptosis	achpathway	BioCarta	MUSK,SRC,PTK2,CHRNB1,PIK3CA,FOXO3,BAD,RAPSN,AGRN,AKT1,YWHAH,PTK2B,FASLG,CHRNG,PIK3R1,PDPK1,TERT
IL1-mediated signaling events	il1pathway	PID	RELA,ERC1,IL1RAP,IKBKB,IKBKG,IL1A,IL1B,IL1R2,IL1R1,TICAM2,MAP3K3,JUN,MAP3K7,PIK3R1,IRAK3,MAPK8,MYD88,IRAK4,PRKCI,TRAF6,IL1RN,CHUK,PRKCZ,NFKB1,UBE2V1,TMEM189,SQSTM1,IRAK1,TOLLIP,UBE2N,TAB2,TAB1,CASP1,TMEM189-UBE2V1,PIK3CA,MAP2K6
Activated NTRK2 signals through CDK5	R-HSA-9032845	Reactome	RAC1,NTRK2,TIAM1,CDK5R1,CDK5,BDNF
Signaling by NTRK2 (TRKB)	R-HSA-9006115	Reactome	SRC,NTF3,NTF4,SHC1,SOS1,RAC1,NRAS,PTPN11,FYN,FRS3,FRS2,TIAM1,PLCG1,GRB2,CDK5R1,NTRK2,CDK5,BDNF,HRAS,KRAS
Signaling by NTRKs	R-HSA-166520	Reactome	CRKL,FYN,PCSK6,PCSK5,RAPGEF1,BDNF,FURIN,PIK3CA,PIK3CB,NTRK1,NTRK2,SHC1,SHC2,SHC3,CREB1,KRAS,PPP2CA,PTPN11,PPP2CB,GRB2,NGF,HRAS,RIT2,FRS3,FRS2,DNM1,DNM3,DNM2,CRK,MAPKAPK3,AP2B1,ADORA2A,AP2S1,TIAM1,ELK1,CDK5R1,PIK3R2,PIK3R1,RHOA,RPS6KA1,RPS6KA2,RPS6KA3,RPS6KA5,MEF2C,MEF2A,PPP2R5D,RALB,RALA,RAP1A,MAPK14,MAPK11,ADCYAP1,SH3GL2,STAT3,AP2M1,MAPK3,MAPK1,MAPK7,DUSP4,DUSP7,DUSP6,DUSP3,SRC,NTF3,NTF4,RALGDS,KIDINS220,RIT1,SOS1,IRS1,IRS2,CDK5,CLTA,PPP2R1A,PPP2R1B,CLTC,PLCG1,MAP2K5,ADCYAP1R1,VRK3,NRAS,MAPKAPK2,YWHAB,RAC1,AP2A1,AP2A2,BRAF,DNAL4,ATF1
Golgi Cisternae Pericentriolar Stack Reorganization	R-HSA-162658	Reactome	CCNB2,CCNB1,MAPK3,PLK1,GORASP2,BLZF1,RAB1B,RAB1A,RAB2A,GOLGA2,MAPK1,USO1,GORASP1,CDK1
Neurofascin interactions	R-HSA-447043	Reactome	NRCAM,SDCBP,CNTNAP1,ANK1,NFASC,CNTN1,DCX
phospholipids as signalling intermediaries	edg1pathway	BioCarta	SPHK1,PTK2,PDGFA,HRAS,PDGFRA,AKT1,MAP2K1,SMPD1,SMPD2,RAF1,GNAI1,ASAH1,PIK3CA,S1PR1,MAPK3,MAPK1,PIK3R1,SRC,ITGB3,SHC1,RAC1,PRKCA,PRKCB,GNB1,PIK3C2G,ADCY1,SOS1,MAP2K2,GRB2,ITGAV,SPHKAP,GNGT1,PDPK1
TNFR1-induced NFkappaB signaling pathway	R-HSA-5357956	Reactome	USP2,BIRC3,BIRC2,IKBKB,XIAP,IKBKG,USP21,RNF31,OTUD7B,MAP3K7,TRADD,TRAF1,TRAF2,USP4,CHUK,TNF,RACK1,RIPK1,TNFRSF1A,TAB3,TAB2,TAB1,TNFAIP3,CYLD,RBCK1,SHARPIN
leukotriene biosynthesis	PWY66-375	HumanCyc	ALOX5,LTC4S,GGT5,LTA4H,DPEP1,DPEP2
Sema4D mediated inhibition of cell attachment and migration	R-HSA-416550	Reactome	PLXNB1,RAC1,RRAS,RND1,ARHGAP35,RHOA,SEMA4D,MET
N-glycan trimming and elongation in the cis-Golgi	R-HSA-964739	Reactome	MGAT1,MAN1C1,MAN1A1,MAN1A2,MANEA
UDP-D-xylose and UDP-D-glucuronate biosynthesis	PWY-4821	HumanCyc	UGDH,UXS1
segmentation clock	hespathway	BioCarta	CTNNB1,WIF1,ADAM17,KREMEN2,DKK1,FZD1,AXIN1,HEY2,PSEN1,DVL1,LFNG,NKD1,NKD2,DLL1,CSNK2A3,CSNK2A1,LRP6,WNT1,DKK2,GSK3B,HES1,PROC,RBPJ,HES7
GPCR signaling-G alpha s Epac and ERK	None	INOH	LIF,NRG2,RAPGEF4,EPO,CCK,RAPGEF3,BDNF,AGT,EGF,GDNF,IFNW1,CXCR2,WNT10A,WNT10B,RGS6,INHBA,INHBB,INHBC,INHBE,IFNA13,EDN3,EDN2,IFNA17,IFNA16,IFNA14,ADCY4,LHB,BMP8B,GIP,IFNG,ADCY6,JAG2,ADCY7,FASLG,SCT,KITLG,MAPK3,NRG3,GH1,DBI,ADCY5,BMP5,BMP4,BMP3,BMP2,ADCY2,ADCY3,CXCL8,ADCY8,ADCY9,CSF2,CSF3,IL10,VIP,NPY,GRM2,WNT2,NPPA,WNT7A,IFNA1,WNT7B,NGF,TNFSF10,IHH,EDN1,ADORA1,TSHB,ADORA3,IL18,IL15,IL6,RGS18,IL1A,FZD10,IFNA4,GAST,TGFA,ADORA2A,ADORA2B,GCG,FGF17,IL4,IFNA10,PRLH,IFNA21,GRM8,GRM4,GRM5,GRM6,GRM7,GRM1,GDF11,GRM3,IGF2,TRH,RGS5,IGF1,GRP,AREG,OXT,FGF7,VEGFD,MSTN,VEGFA,FGF9,FGF8,SHH,FGF6,FGF5,FGF4,FGF3,FGF2,FGF1,INHA,GNAQ,GNAS,SST,AVP,ADCY1,INS,FZD8,GDF10,FZD9,AGTR2,WNT5A,FGF22,FGF23,FGF20,FGF21,WNT3A,GHRH,CD40LG,VEGFC,NODAL,VEGFB,RAP1B,RAP1A,SMO,HGF,ADCY10,NRG4,IL1B,IFNB1,GNAI2,GNAI1,FZD1,FZD2,FZD3,FZD4,FZD5,FZD6,FZD7,CGA,CD80,WNT9B,CD86,HBEGF,FGF19,MAPK1,WNT6,FGF13,FGF11,FGF10,RGS7,FGF16,FGF14,NTF3,NTF4,IL17A,GNB5,CGB5,CGB7,WNT5B,GNB3,CGB3,DLL1,LTA,DLL3,DLL4,IL16,POMC,NDP,WNT8B,RGS16,RGS17,RGS14,IFNA8,RGS12,RGS13,RGS10,RGS11,WNT3,IFNA2,WNT1,IL13,IFNA7,IFNA6,IFNA5,RGS19,LEP,IL7,KNG1,IL5,EREG,GNRH1,BMP7,IL9,TGFB1,TGFB2,TGFB3,IL12B,IL12A,MAP2K2,MAP2K1,BMP10,BMP15,BMP6,CGB8,CRH,GDF9,RGS20,FSHB,TMIGD3,GDF2,TAC3,GDF7,GDF6,GDF5,THPO,RGS4,WNT8A,CXCR1,GAL,RGS1,RGS2,RGS3,NRG1,FGF18,PPY,JAG1,RGS8,RGS9,BRAF,WNT2B,PDGFA,PDGFB,BTC,DHH,PRL,MLN,TXLNA,IL11,WNT4,TNF,WNT16,PYY,AGTR1,CSH2,CSH1,IL3,DRD4,DRD5,DRD2,DRD3,DRD1,GDF3,GNGT2,WNT9A,TAC1,CALCA,CALCB,WNT11
Initial triggering of complement	R-HSA-166663	Reactome	IGLV2-8,IGLV4-3,IGKV5-2,IGLV5-45,IGHG4,IGHV3-11,IGHG1,IGHV3-13,IGHG3,IGKV1D-39,IGKV1-33,IGKV3-11,IGKC,IGLV1-36,IGKV1-39,IGKV2-40,IGHV3-7,IGHV3-9,IGLV11-55,IGLV10-54,IGHV2-70,IGHG2,IGKV1-5,IGLV1-40,IGLV3-21,IGLV3-22,IGLV1-44,C1QB,MASP2,IGLV3-27,COLEC10,COLEC11,IGKV3D-11,CRP,IGKV1-12,C1QC,IGKV1-16,IGKV1-17,IGLV3-25,IGLV6-57,IGKV1D-16,IGLV1-47,IGKV1D-33,IGLV7-46,IGLV7-43,IGLV1-51,IGHV1-2,IGKV3-15,C4A,C4B,IGHV4-39,IGHV4-34,IGHV7-81,FCN3,FCN2,FCN1,IGKV3-20,IGHV3-48,IGKV2D-40,IGL,GZMM,IGLV4-60,IGLV4-69,IGKV4-1,IGLC6,IGLC7,IGLC2,IGLC3,IGLV2-33,IGHV2-5,IGLV3-12,IGLV3-16,IGLV3-19,IGKV3D-20,C4B_2,C3,C2,IGHV1-46,IGLV8-61,IGHV4-59,IGKV2D-28,IGHV3-23,IGLV2-23,IGLV3-1,IGKV2D-30,IGLV2-11,IGHV3-33,IGLV2-14,IGHV3-30,IGKV2-28,IGKV2-29,IGLV2-18,MBL2,IGKV1D-12,IGHV1-69,C1QA,IGLV5-37,IGKV1D-42,IGKV2-30,IGHV3-53,CFD,CFB,MASP1,C1S,C1R
GPCR signaling-G alpha s PKA and ERK	None	INOH	LIF,TNFSF10,CRKL,RGS6,RAPGEF4,EPO,RAPGEF1,CCK,RAPGEF3,RGS18,BDNF,AGT,EGF,GDNF,IFNW1,CXCR2,WNT10A,WNT10B,WNT8B,INHBA,INHBB,INHBC,INHBE,IFNA13,EDN3,IFNA10,IFNA17,IFNA16,IFNA14,CBLC,ADCY4,LHB,BMP8B,PYY,IFNG,ADCY6,NRG1,BMP4,FASLG,SCT,KITLG,MAPK3,NRG3,ADCY1,DBI,ADCY5,BMP5,ADCY7,BMP3,BMP2,ADCY2,ADCY3,CXCL8,ADCY8,ADCY9,CSF2,CSF3,IL10,VIP,NPY,GRM2,WNT2,NPPA,WNT7A,IFNA1,WNT7B,NGF,IL13,IHH,EDN1,ADORA1,TSHB,ADORA3,IL18,IL15,IL6,IL16,IL1A,FZD10,RGS19,GAST,TGFA,ADORA2A,ADORA2B,GCG,PRKACG,SMO,OXT,PRLH,IFNA21,GRM8,GRM4,GRM5,GRM6,GRM7,GRM1,GDF11,GRM3,IGF2,TRH,IGF1,GRP,FZD1,GAL,GNRH1,FGF7,VEGFD,MSTN,VEGFA,FGF9,FGF8,GH1,FGF6,FGF5,FGF4,FGF3,NRG2,FGF1,INHA,EDN2,GNAQ,GNAS,SST,AVP,CBL,INS,FZD8,GDF10,FZD9,AGTR2,WNT5A,FGF22,FGF23,FGF20,FGF21,WNT3A,GHRH,CD40LG,VEGFC,NODAL,VEGFB,RAP1B,RAP1A,PRKAR2A,SHH,PRKAR2B,ADCY10,NRG4,IL1B,CD86,GNAI2,GNAI1,AREG,FZD2,FZD3,FZD4,FZD5,FZD6,FZD7,CGA,CD80,WNT9B,IFNB1,HBEGF,FGF19,MAPK1,WNT6,FGF13,FGF11,FGF10,FGF17,FGF16,FGF14,SRC,NTF3,NTF4,IL17A,GNB5,CGB5,CGB7,WNT5B,GNB3,CGB3,DLL1,LTA,DLL3,DLL4,PRKAR1A,PRKAR1B,POMC,NDP,RGS5,RGS17,FGF2,IFNA8,RGS12,RGS13,RGS10,RGS11,WNT3,IFNA2,WNT1,KNG1,IFNA7,IFNA6,IFNA5,IFNA4,LEP,IL7,IL4,IL5,PRKACA,EREG,PRKACB,BMP7,RGS14,IL9,TGFB1,TGFB2,TGFB3,CBLB,IL12B,IL12A,MAP2K2,MAP2K1,BMP10,BMP15,BMP6,CGB8,CRH,GDF9,RGS20,FSHB,TMIGD3,TAC1,TAC3,GDF7,GDF6,GDF5,THPO,RGS4,WNT8A,CXCR1,RGS7,RGS1,RGS2,RGS3,JAG2,FGF18,PPY,JAG1,RGS8,RGS9,GNGT2,WNT2B,PDGFA,PDGFB,BTC,DHH,PRL,MLN,TXLNA,IL11,WNT4,TNF,WNT16,HGF,GIP,AGTR1,CSH2,RGS16,CSH1,IL3,DRD4,DRD5,DRD2,DRD3,DRD1,GDF3,BRAF,WNT9A,GDF2,CALCA,CALCB,WNT11
TNFR1-induced proapoptotic signaling	R-HSA-5357786	Reactome	TRAF2,OTUD7B,TNFRSF1A,USP2,USP4,TRADD,RIPK1,TNF,CYLD,TNFAIP3,FADD,CASP8,USP21
ERK/MAPK targets	R-HSA-198753	Reactome	PPP2R1A,PPP2R1B,MAPK14,MAPK11,MAPK3,MAPK1,MAPK7,DUSP4,DUSP7,DUSP6,DUSP3,VRK3,RPS6KA1,RPS6KA2,RPS6KA3,RPS6KA5,PPP2CA,PPP2CB,MEF2C,MEF2A,ELK1,PPP2R5D
Nef and signal transduction	R-HSA-164944	Reactome	RAC1,DOCK2,FYN,ELMO1,CD247,HCK,LCK,PAK2
pregnenolone biosynthesis	PWY66-377	HumanCyc	CYP11A1
ion channels and their functional role in vascular endothelium	raccpathway	BioCarta	CCL4,GNB1,TRPC3,CCR3,TRPC6,CCR5,TRPC4,TRPC5,EDNRA,EDNRB,AGT,CAV1,PTGER1,GUCY1A1,GUCY1A2,PRKG1,HTR2C,CXCR4,EDN1,TRPV4,NOS3,GUCY1B2,FPR1,KCNQ4,PRKG2,KCNQ2,KCNQ3,CAMK2B,ADRA1B,CHRM1,KCNQ5,HSP90AA1,P2RY2,CXCL12,CCL11,F2,BDKRB2,ADCY1,AKT1,CCL4L1,CCL4L2,KNG1,ADRB2,GUCY1B1,GNGT1,AGTR2,GNAS
Triglyceride catabolism	R-HSA-163560	Reactome	FABP9,FABP12,FABP1,MGLL,FABP6,FABP7,FABP4,FABP5,FABP2,FABP3,GPD2,PLIN3,PLIN1,PNPLA5,PNPLA4,CAV1,LIPE,ABHD5,PPP1CB,PPP1CC,PPP1CA,PRKACG,PRKACA,PRKACB
Triglyceride metabolism	R-HSA-8979227	Reactome	FABP9,FABP12,GK2,AGMO,GPD2,MGLL,GPAT2,FABP6,FABP7,FABP4,FABP5,FABP2,FABP3,FABP1,PLIN3,PLIN1,GPAM,LPIN2,LPIN3,LPIN1,DGAT1,DGAT2,PNPLA5,PNPLA4,CAV1,LIPE,MOGAT2,MOGAT3,MOGAT1,GK,ABHD5,PPP1CB,PPP1CC,PPP1CA,GK3P,PRKACG,PRKACA,PRKACB
ROBO receptors bind AKAP5	R-HSA-9010642	Reactome	AKAP5,PRKCA,ROBO3,ROBO2,PRKAR2A,PRKACG,PRKACA,PRKACB,PPP3CB
il 4 signaling pathway	il4pathway	BioCarta	STAT6,HLA-DRA,IL2RG,IL4R,FCER2,IGHE,HLA-DRB1,RPS6KB1,HMGA1,AKT1,IL4,GRB2,JAK3,JAK1,SHC1
Intrinsic Pathway of Fibrin Clot Formation	R-HSA-140837	Reactome	SERPING1,A2M,SERPINE2,SERPINA5,SERPINC1,GP1BA,C1QBP,GP1BB,GP9,GP5,KLKB1,F12,F10,F11,SERPIND1,F2,F8,F9,KNG1,VWF,PRCP,PROC
Inhibition of Host mRNA Processing and RNA Silencing	R-HSA-168315	Reactome	PABPN1,CPSF4
Progressive trimming of alpha-1,2-linked mannose residues from Man9/8/7GlcNAc2 to produce Man5GlcNAc2	R-HSA-964827	Reactome	MAN1C1,MAN1A1,MAN1A2
TNFR1-mediated ceramide production	R-HSA-5626978	Reactome	TNFRSF1A,TNF,SMPD3,SMPD2,NSMAF,RACK1
Transport to the Golgi and subsequent modification	R-HSA-948021	Reactome	SCFD1,TRAPPC2L,DYNLL1,DYNLL2,SPTB,TRAPPC2B,SEC23IP,TMED10,CTAGE5,NAPG,CSNK1D,NAPB,NAPA,COG8,LHB,COG3,COG2,COG1,CTSC,ARFGAP1,COG6,COG5,COG4,SEC24D,CTSZ,SEC24A,SEC24C,SEC24B,MAN1A1,MAN1A2,TRAPPC9,B4GALT2,COL7A1,TRAPPC1,TRAPPC3,TRAPPC2,TRAPPC5,TRAPPC4,ARCN1,KDELR2,KDELR3,COPB2,GBF1,CAPZB,SPTAN1,GORASP1,GRIA1,ARFGAP2,ARFGAP3,MANEA,SEC16A,SEC16B,TMEM115,COPZ1,COPZ2,COPE,TBC1D20,PPP6C,B4GALT1,B4GALT3,BET1L,B4GALT5,B4GALT4,B4GALT6,SEC13,MAN2A2,MAN2A1,CHST8,CD55,DYNC1LI1,DYNC1LI2,MIA2,ANKRD28,KDELR1,ST8SIA6,ST8SIA3,ST8SIA2,INS,CGA,MGAT3,GOSR2,COPB1,GOSR1,MGAT5,MIA3,PPP6R1,FUT3,SPTA1,ARF5,DCTN2,DCTN3,DCTN1,DCTN6,DCTN4,DCTN5,TMED7,AREG,BET1,TMED3,TMED2,ARF3,ARF1,ACTR10,GOLGA2,TMED9,ARF4,TRAPPC10,SEC23A,SEC22B,RAB1A,RAB1B,YKT6,USO1,SAR1B,CAPZA3,CAPZA2,CAPZA1,F5,F8,STX5,PREB,TRAPPC6A,TRAPPC6B,STX17,ST6GAL1,CD59,SPTBN5,SPTBN4,SPTBN2,SPTBN1,CNIH1,SERPINA1,CNIH3,CNIH2,DYNC1I1,DYNC1I2,NSF,COPG2,SEC31A,COPG1,GOLGB1,LMAN2L,TGFA,COPA,ACTR1A,ST3GAL4,COG7,MGAT1,MGAT2,MAN1C1,LMAN1,PPP6R3,DYNC1H1,LMAN2,MCFD2,SEC22C,CHST10,SEC22A,TFG,FOLR1,ANK1,ANK2,ANK3,MGAT4A,MGAT4C,MGAT4B,LMAN1L,FUCA1,FUT8
Asparagine N-linked glycosylation	R-HSA-446203	Reactome	SCFD1,DOLK,RPN2,DYNLL1,DYNLL2,MLEC,DHDDS,TRAPPC2B,MAN1B1,MARCH6,SEC23IP,PMM2,PMM1,SAR1B,CANX,TMED10,USO1,DERL1,FUOM,CTAGE5,NAPG,NUS1,CSNK1D,GMDS,NAPB,NAPA,MPI,COG8,SEC24B,NPL,COG3,COG2,COG1,CTSC,ARFGAP1,COG6,COG5,COG4,SEC24D,CTSZ,EDEM2,TUSC3,SEC24C,NANP,MAN1A1,MGAT3,TRAPPC9,DOLPP1,BET1L,COL7A1,TRAPPC1,TRAPPC3,TRAPPC2,TRAPPC5,TRAPPC4,ARCN1,B4GALT4,SEC24A,F8,UBA52,PRKCSH,RNF103,UBC,COPB1,KDELR3,KDELR1,GBF1,GOLGB1,MAGT1,CAPZB,ALG8,ALG9,ALG2,ALG3,GORASP1,ALG1,ALG6,ALG5,ARFGAP2,ARFGAP3,MANEA,SEC16A,SEC16B,NGLY1,FUK,COPZ1,COPZ2,ST3GAL3,COPE,CMAS,MAN1A2,DERL2,TBC1D20,PPP6C,SLC35A1,TRIM13,UGGT2,B4GALT1,RNF139,B4GALT3,B4GALT2,B4GALT5,UBXN1,B4GALT6,OS9,GNPNAT1,UBB,SEC13,UAP1,MAN2A2,MAN2A1,CTSA,ST6GALNAC2,CHST8,CD55,DYNC1LI1,DYNC1LI2,MIA2,MOGS,STT3A,PGM3,ANKRD28,COPB2,TFG,ST8SIA6,ST8SIA5,ST8SIA4,ST8SIA3,ST8SIA2,ST8SIA1,INS,CGA,MAN1C1,GOSR2,GFPT1,GFPT2,GOSR1,PPP6R3,GANAB,RAD23B,MIA3,LMAN2,FUT3,SPTA1,ALG10B,RPS27A,TMED9,MCFD2,DCTN2,DCTN3,DCTN1,DCTN6,DCTN4,DCTN5,TMED7,AREG,BET1,TMED3,TMED2,ARF3,ARF1,ST6GAL1,GOLGA2,ARF5,ARF4,SYVN1,AMDHD2,RNF185,RPN1,TRAPPC10,SPTAN1,SRD5A3,DPM3,DPM2,DPM1,UGGT1,SEL1L,GRIA1,SEC23A,SEC22B,RAB1A,RAB1B,GMPPA,YKT6,GMPPB,SPTB,ASGR1,ASGR2,MVD,NUDT14,ALG10,ALG11,ALG12,ALG13,ALG14,CAPZA3,CAPZA2,CAPZA1,KDELR2,F5,TSTA3,SLC17A5,STX5,GLB1,PREB,TRAPPC6A,TRAPPC6B,DDOST,STX17,NEU4,RFT1,SLC35C1,NEU1,NEU2,NEU3,ST6GAL2,B4GALNT2,ACTR10,CD59,DPAGT1,MPDU1,GNE,SPTBN5,SPTBN4,DAD1,SPTBN2,SPTBN1,LHB,CNIH1,SERPINA1,CNIH3,CNIH2,TRAPPC2L,DYNC1I1,DYNC1I2,NSF,TMEM115,RNF5,COPG2,SEC31A,COPG1,PSMC1,NANS,LMAN2L,RENBP,ST3GAL2,ST3GAL1,COPA,ST3GAL6,ST3GAL5,ST3GAL4,COG7,UMOD,PDIA3,VCP,MGAT1,MGAT2,FPGT,LMAN1,MGAT5,DYNC1H1,ST6GALNAC6,ST6GALNAC5,ST6GALNAC4,ST6GALNAC3,NAGK,ST6GALNAC1,ENGASE,SEC22C,CHST10,SEC22A,TGFA,PPP6R1,ACTR1A,CALR,AMFR,FOLR1,ANK1,ANK2,ANK3,MGAT4A,MGAT4C,MGAT4B,LMAN1L,FUCA1,FUT8
GPCR signaling-cholera toxin	None	INOH	LIF,NRG2,EPO,CCK,BDNF,AGT,EGF,IFNW1,CXCR2,WNT10A,WNT10B,RGS6,INHBA,INHBB,INHBC,INHBE,IFNA13,EDN3,EDN2,IFNA17,IFNA16,IFNA14,ADCY4,LHB,BMP8B,GIP,IFNG,ADCY6,JAG2,ADCY7,FASLG,SCT,KITLG,NRG3,GH1,DBI,ADCY5,BMP5,BMP4,BMP3,BMP2,ADCY2,ADCY3,CXCL8,ADCY8,ADCY9,CSF2,CSF3,GRM1,IL10,VIP,NPY,GRM2,WNT2,NPPA,WNT7A,IFNA1,WNT7B,NGF,TNFSF10,IHH,EDN1,ADORA1,TSHB,ADORA3,IL18,IL15,IL6,RGS18,IL1A,FZD10,IFNA4,GAST,TGFA,ADORA2A,ADORA2B,GCG,FGF17,IL4,SMO,IFNA10,PRLH,IFNA21,GRM8,GRM4,GRM5,GRM6,GRM7,IL16,GDF11,GRM3,IGF2,TRH,RGS5,IGF1,GRP,AREG,OXT,GNRH1,FGF7,VEGFD,MSTN,VEGFA,PRKACG,FGF9,FGF8,SHH,FGF6,FGF5,FGF4,FGF3,FGF2,FGF1,INHA,GNAQ,GNAS,SST,AVP,ADCY1,INS,FZD8,GDF10,FZD9,AGTR2,WNT5A,FGF22,FGF23,FGF20,FGF21,WNT3A,GHRH,CD40LG,VEGFC,NODAL,VEGFB,PRKAR2A,HGF,PRKAR2B,ADCY10,NRG4,IL1B,IFNB1,GNAI2,GNAI1,FZD1,FZD2,FZD3,FZD4,FZD5,FZD6,FZD7,CGA,CD80,WNT9B,CD86,HBEGF,FGF19,FGF18,WNT6,FGF13,FGF11,FGF10,RGS7,FGF16,FGF14,NTF3,NTF4,IL17A,GNB5,CGB5,CGB7,WNT5B,GNB3,CGB3,DLL1,LTA,DLL3,DLL4,PRKAR1A,PRKAR1B,POMC,NDP,WNT8B,RGS16,RGS17,RGS14,IFNA8,RGS12,RGS13,RGS10,RGS11,WNT3,IFNA2,WNT1,IL13,IFNA7,IFNA6,IFNA5,RGS19,LEP,IL7,KNG1,IL5,PRKACA,EREG,PRKACB,BMP7,IL9,TGFB1,TGFB2,TGFB3,IL12B,IL12A,BMP10,BMP15,BMP6,CGB8,CRH,GDF9,RGS20,FSHB,GDF3,GDF2,TAC3,GDF7,GDF6,GDF5,THPO,RGS4,WNT8A,CXCR1,GAL,RGS1,RGS2,RGS3,NRG1,PPY,JAG1,RGS8,RGS9,GDNF,WNT2B,PDGFA,PDGFB,BTC,DHH,PRL,MLN,TXLNA,IL11,WNT4,TNF,WNT16,PYY,AGTR1,CSH2,CSH1,IL3,DRD4,DRD5,DRD2,DRD3,DRD1,TMIGD3,GNGT2,WNT9A,TAC1,CALCA,CALCB,WNT11
putrescine biosynthesis II	PWY-40	HumanCyc	AGMAT,AZIN2
Activation of the AP-1 family of transcription factors	R-HSA-450341	Reactome	FOS,JUN,MAPK14,MAPK3,MAPK1,MAPK10,MAPK11,MAPK8,MAPK9,ATF2
MAPK targets/ Nuclear events mediated by MAP kinases	R-HSA-450282	Reactome	PPP2R1A,PPP2R1B,MAPK14,MAPK10,MAPK11,MAPKAPK2,JUN,MAPK3,MAPK1,MAPK7,DUSP4,DUSP7,MAPK9,DUSP3,VRK3,FOS,CREB1,MAPK8,RPS6KA1,RPS6KA2,RPS6KA3,RPS6KA5,PPP2CA,DUSP6,PPP2CB,MEF2C,MEF2A,ELK1,PPP2R5D,ATF1,ATF2
MAP kinase activation	R-HSA-450294	Reactome	PPP2R1A,PPP2R1B,FBXW11,DUSP6,RPS27A,MAP2K3,MAP2K1,RIPK2,MAPK10,IKBKG,MAP2K4,MAPKAPK3,MAPKAPK2,MAPK14,MAPK9,MAP3K8,VRK3,SKP1,JUN,MAP3K7,MAPK11,MAPK3,MAPK1,NOD1,MAPK7,IKBKB,NOD2,IRAK2,DUSP4,TMEM189,IRAK1,CUL1,DUSP3,TMEM189-UBE2V1,TRAF6,FOS,MAP2K6,DUSP7,CHUK,CREB1,TNIP2,NFKB1,UBE2V1,MAPK8,BTRC,RPS6KA1,RPS6KA2,RPS6KA3,RPS6KA5,UBE2N,TAB3,TAB2,TAB1,PPP2CB,MEF2A,MEF2C,PPP2CA,UBA52,ELK1,UBB,UBC,PPP2R5D,MAP2K7,ATF1,ATF2
