gene,BF_hpaf,BF_patu,BF_aspc,BF_dld,BF_gbm,BF_hct,BF_hela,BF_rpe,panc.mean,nonpanc.mean,zPanc_vs_other
CGGBP1,-0.35,-0.51,0.2,0,0.08,-0.31,0.36,-0.13,-0.22,0,-0.44
CHMP4A,0.88,0.09,0.93,0.52,0.86,0.86,0.1,1.37,0.63,0.74,-0.44
CNOT2,2.03,2.34,0.95,0.37,4.03,1.05,0.26,2.95,1.77,1.73,-0.44
COPS2,0.21,1.48,-0.33,1.13,-0.36,0.47,0.6,1.1,0.45,0.59,-0.44
CXorf65,-0.94,-0.69,-1.19,-0.67,-0.62,-0.85,-0.48,-0.53,-0.94,-0.63,-0.44
CYP20A1,-0.51,-1.17,-1.18,-0.81,-0.91,-0.56,-0.15,-0.78,-0.96,-0.64,-0.44
DCDC2B,0.49,0.3,-0.29,0.45,0.09,0.62,0.41,0.12,0.17,0.34,-0.44
DEFB114,0.39,0.37,0.6,0.44,0.52,0.44,0.72,0.8,0.45,0.58,-0.44
DNAJB13,-0.11,-1.08,-0.31,-0.26,-0.65,0.23,-0.1,-0.46,-0.5,-0.25,-0.44
DPPA2,0.39,0.44,0.48,0.61,0.34,0.51,1.03,0.37,0.44,0.57,-0.44
EFCAB7,-0.21,-0.47,-0.58,-0.47,-0.51,0.01,0.2,-0.12,-0.42,-0.18,-0.44
EIF1B,0.21,0.71,0.75,0.41,0.57,0.49,1.68,0.24,0.56,0.68,-0.44
EVA1A,-1.05,0.1,0.15,-0.72,-0.38,-0.67,0.34,1.24,-0.26,-0.04,-0.44
FAM213A,-0.14,0.25,-0.06,0.28,-0.09,0.09,0.45,0.29,0.02,0.2,-0.44
FAM26E,-0.05,-0.99,-0.64,-0.37,-0.77,-0.19,-0.39,0.23,-0.56,-0.3,-0.44
GLOD4,-0.5,-0.89,-1.29,-0.61,-0.7,-0.78,-0.08,-0.75,-0.89,-0.59,-0.44
GLRX2,0.33,0.06,0.59,0.31,0.36,0.34,0.5,0.88,0.33,0.48,-0.44
GNAI1,0.07,0.57,-0.49,0.04,-0.22,0.18,1.16,-0.01,0.05,0.23,-0.44
GNB1,-0.74,0.82,-0.88,-1.01,-0.44,-0.35,0.46,1.13,-0.27,-0.04,-0.44
GNG7,0.26,0.01,-0.44,0.48,-0.22,-0.36,0.62,0.19,-0.06,0.14,-0.44
GPR150,-0.17,-0.4,-0.32,-0.2,-0.07,-0.02,-0.13,0.08,-0.3,-0.07,-0.44
GRHL3,0.08,-0.02,-1.46,-0.24,-0.19,-0.59,0.69,-0.74,-0.47,-0.21,-0.44
GSTM5,0.06,0.15,0.13,0.14,0.16,0.22,0.57,0.36,0.11,0.29,-0.44
GSTO2,-0.3,-0.44,-1.19,-0.71,-0.47,-0.05,-0.63,0,-0.64,-0.37,-0.44
IL1A,0.41,-0.28,-0.54,-0.31,0.85,-0.06,-0.25,0.13,-0.14,0.07,-0.44
KDM5B,-1.11,0.05,0.13,-0.31,-0.71,0.98,-0.05,-0.32,-0.31,-0.08,-0.44
KIAA0825,-0.62,-0.44,-0.69,-0.15,-0.78,-0.34,0.14,-0.48,-0.59,-0.32,-0.44
LEMD3,-0.28,-0.72,0.04,-0.41,-0.34,0.45,-0.18,0.03,-0.32,-0.09,-0.44
LINGO4,-0.28,-0.8,-0.61,-0.41,-0.41,-0.44,0.08,-0.33,-0.56,-0.3,-0.44
LIPF,-0.57,-0.38,-0.4,0.27,-0.33,-0.59,0.15,-0.5,-0.45,-0.2,-0.44
LRCH3,-0.54,-0.1,-0.69,-0.89,-0.38,-0.2,0.12,0.36,-0.45,-0.2,-0.44
MAGEF1,0.96,-0.11,-0.86,0.47,0.36,-0.43,0.13,0.4,0,0.19,-0.44
MRPL3,0.19,0.37,0,0.53,0.4,0.9,-0.08,0.03,0.19,0.35,-0.44
MYRIP,-0.77,-0.69,-1.47,-0.39,-0.95,-0.41,-1.59,0.04,-0.97,-0.66,-0.44
NAPB,-0.63,-0.34,0.14,-0.12,-0.13,-0.51,0.18,0.31,-0.28,-0.05,-0.44
NDUFA4L2,-0.08,-0.37,0.83,0.01,0.51,0.02,0.44,0.53,0.13,0.3,-0.44
OR51B5,-0.6,-0.63,-0.27,-0.44,-0.12,-0.43,-0.26,0.03,-0.5,-0.24,-0.44
OXSR1,-0.82,-0.42,-0.41,-0.41,-0.31,0.83,-0.45,-1.1,-0.55,-0.29,-0.44
PARD6A,-0.45,-0.55,0.09,0.6,-0.7,-0.06,0.42,-0.64,-0.3,-0.08,-0.44
PCNXL2,-0.61,-0.04,-0.76,-0.35,-0.22,-0.47,-0.08,0.02,-0.47,-0.22,-0.44
PCYOX1,-0.51,-0.76,-1.96,-0.87,-0.24,-0.63,-0.81,-1.19,-1.08,-0.75,-0.44
PPP2R3A,-0.06,0.63,-0.13,-0.76,0.43,0.75,0.51,0.66,0.15,0.32,-0.44
PRPF18,2.1,1.29,0.77,1.76,0.81,1.66,1.49,1.27,1.39,1.4,-0.44
PRSS57,-1.18,-0.57,-0.26,-0.34,0.03,-0.36,-1.41,0.13,-0.67,-0.39,-0.44
RAB4B,-0.68,-0.78,-0.89,-0.92,-0.25,-0.74,0.22,-0.76,-0.78,-0.49,-0.44
RBM15B,-0.12,-0.55,-0.12,-0.04,-0.37,-0.22,0.47,-0.03,-0.26,-0.04,-0.44
REP15,-0.37,-0.8,-1.01,-0.53,0.2,-0.79,-0.17,-0.94,-0.73,-0.44,-0.44
SAMD11,-0.15,-0.43,-0.6,0.19,-0.07,-0.03,-0.45,-0.39,-0.39,-0.15,-0.44
SCNN1A,-0.37,-0.03,0.34,0.36,0.72,-0.04,-0.04,-0.16,-0.02,0.17,-0.44
SERPINB7,-0.73,-1.14,-1.43,-1.02,-0.7,-0.36,-0.65,-1.12,-1.1,-0.77,-0.44
SLC25A27,-0.88,-1.27,0.29,-0.47,-0.22,-0.34,0.68,-1.38,-0.62,-0.35,-0.44
SLC6A4,-0.04,-0.48,-1.2,-0.52,0.76,-1.12,-0.78,0.1,-0.57,-0.31,-0.44
SMS,0.01,0.23,-0.06,0.36,0.13,0.51,0.22,0.02,0.06,0.25,-0.44
SYNC,-0.4,-0.57,-1.16,0.22,-0.84,-0.6,-0.76,-0.16,-0.71,-0.43,-0.44
TBX19,-0.4,-0.64,-1.09,-0.3,-0.2,-0.48,-0.08,-1.07,-0.71,-0.43,-0.44
TEX26,-0.93,-0.77,-1.06,-0.63,-0.64,-0.62,-0.16,-1,-0.92,-0.61,-0.44
TUBE1,0.96,1.62,0.69,1.03,0.36,0.93,1.39,1.98,1.09,1.14,-0.44
WAPAL,0.32,1.14,-0.24,0.22,1.41,1.33,-0.53,0.3,0.41,0.55,-0.44
ZFYVE21,0.3,-0.23,-0.8,0.31,0.2,-0.22,-1.31,0.92,-0.24,-0.02,-0.44
ABCD2,-0.26,-0.25,-1.65,-0.24,-1.1,0.18,0.02,-1.03,-0.72,-0.43,-0.45
ACTR1A,3.39,0.45,2.18,0.08,1.98,3.12,2.61,1.95,2.01,1.95,-0.45
AIM1,-0.57,-1.17,-0.37,-0.47,-0.69,-0.42,-0.84,0.35,-0.7,-0.42,-0.45
ALYREF,1.38,1.68,1.32,2.63,1.29,0.64,1.34,1.44,1.46,1.47,-0.45
ARSJ,-1.34,-1.02,-1.32,-1.04,-0.95,-0.42,-0.93,-1.02,-1.22,-0.87,-0.45
ATP11C,-0.74,-0.75,-0.71,-0.29,-0.56,-0.62,-0.99,0.23,-0.73,-0.44,-0.45
BAI3,-1.27,-1.01,-0.1,-0.26,-0.66,-0.92,-0.63,-0.04,-0.8,-0.5,-0.45
C11orf84,-0.17,-0.72,1.19,0.12,0.17,-0.11,0.51,0.72,0.1,0.28,-0.45
CDH11,-0.48,0.05,-1.38,-0.53,0.02,-0.26,0.25,-1.13,-0.6,-0.33,-0.45
CDH7,-0.69,-1.16,-1.63,-0.83,-0.73,-0.84,-0.83,-0.84,-1.16,-0.81,-0.45
CHL1,-0.18,-0.52,-0.73,-0.34,0.72,-1.23,-0.43,0.18,-0.48,-0.22,-0.45
CHURC1,-0.9,-0.27,-0.44,-0.54,-0.57,0.16,-0.26,-0.17,-0.54,-0.28,-0.45
CLCN2,-0.62,-0.2,-1.28,-0.67,-0.24,-0.3,-0.63,-0.24,-0.7,-0.42,-0.45
CXorf21,0.1,-0.8,-0.78,-0.57,-0.34,0.16,-0.06,-0.38,-0.49,-0.24,-0.45
DCAF10,-0.64,-0.49,-1.01,-0.14,-1.31,0.22,-0.73,-0.18,-0.72,-0.43,-0.45
DNAAF2,-0.18,1.06,0.24,-0.28,1.16,-0.02,0.84,0.9,0.37,0.52,-0.45
ENPP2,-0.58,-0.58,-1.15,-0.05,-0.11,-1.03,-0.67,-0.52,-0.77,-0.48,-0.45
FAM181B,-0.5,-0.33,-0.59,-0.82,-0.59,-0.54,0.7,0.17,-0.47,-0.22,-0.45
FN3KRP,-0.88,-0.74,-0.94,-0.72,0.44,-0.47,-1.25,-0.73,-0.85,-0.55,-0.45
FOXD2,-0.19,-0.53,-0.44,-0.47,-0.12,-0.45,0.28,0.06,-0.39,-0.14,-0.45
GMCL1,0.15,0.29,0.78,0.31,1.23,0.19,0.22,0.77,0.4,0.55,-0.45
GUSB,-1.33,-0.73,-1.27,-0.96,-1.15,0.04,-0.54,-1.26,-1.11,-0.77,-0.45
HSBP1,0.06,-0.69,0.69,0.08,0.16,0.65,0.07,0.1,0.02,0.21,-0.45
KBTBD8,-0.89,-0.69,-0.4,-0.09,-1.09,0.08,-0.18,-0.62,-0.66,-0.38,-0.45
KIAA2026,-0.61,-0.75,-0.18,-0.72,-0.11,0.77,-0.28,-0.94,-0.51,-0.26,-0.45
KRT33A,0.15,0.09,0.06,0.09,-0.11,0.61,0.63,0.2,0.1,0.28,-0.45
KRTAP10-7,0.39,0.45,0.28,0.44,0.58,0.68,0.44,0.46,0.37,0.52,-0.45
LNX1,-1.24,-0.61,-0.24,-0.73,-0.28,-0.24,-0.12,-0.69,-0.7,-0.41,-0.45
MAP1LC3C,0,-0.08,-0.43,0.17,0.03,0.04,0.03,-0.03,-0.17,0.05,-0.45
MCFD2,0.4,0.39,0.76,0.58,0.79,0.46,0.75,0.64,0.52,0.64,-0.45
MED27,1.24,1.54,1.28,1.54,1.22,0.97,1.63,1.51,1.35,1.37,-0.45
MINA,-1.02,0.45,-0.93,-0.31,-0.26,-0.33,-0.13,-0.18,-0.5,-0.24,-0.45
MYL12A,0.38,0.54,0.69,0.5,0.9,0.89,0.45,0.57,0.54,0.66,-0.45
NANP,0.03,-0.35,0.5,0.33,-0.24,-0.34,0.96,0.54,0.06,0.25,-0.45
NAT9,-0.59,-0.78,-0.11,-0.76,-0.22,0.22,0.23,-0.64,-0.49,-0.23,-0.45
NDNL2,4,4.32,4.99,4.01,3.92,3.67,5.31,3.38,4.43,4.06,-0.45
NDUFA5,0.14,0.15,1.1,0.92,1.04,0.51,0.13,0.39,0.47,0.6,-0.45
NOXRED1,-0.45,0.04,-1.27,0.03,-0.31,0.3,-1.55,0.05,-0.56,-0.3,-0.45
NPB,0.69,-0.58,-0.15,0.04,1.01,0.49,-0.53,-0.1,-0.01,0.18,-0.45
ODAM,0.07,-0.12,-0.04,-0.16,-0.11,0.47,0.25,0.4,-0.03,0.17,-0.45
OR51T1,-0.32,-0.29,-0.07,0.2,-0.26,0.19,0.02,-0.16,-0.23,0,-0.45
PHF19,-0.18,-0.79,-1.23,-0.53,-0.83,0.13,-0.21,-0.79,-0.73,-0.44,-0.45
PNMAL2,-0.83,-0.32,0.3,-0.02,-0.47,0.44,-0.04,-0.16,-0.28,-0.05,-0.45
RAB13,-0.32,0.01,0.28,0.31,0.03,0.15,0.55,-0.11,-0.01,0.19,-0.45
RAB34,0.53,1.03,-0.38,1.26,1.5,-0.63,0.11,0.44,0.39,0.54,-0.45
RGAG4,0.27,-0.21,0.15,-0.12,-0.21,-0.25,0.19,1.68,0.07,0.26,-0.45
RNF166,0.31,0.02,1.38,0.75,0.42,1.59,0.27,0.43,0.57,0.69,-0.45
SERINC3,-0.62,-1.05,-0.05,-0.63,-0.59,-0.57,0.09,0.18,-0.57,-0.3,-0.45
SH3KBP1,-1.25,-0.77,-1.47,-0.78,-0.06,-1.27,-1.44,-0.54,-1.16,-0.82,-0.45
SLC6A7,-0.89,-0.66,-0.95,-0.96,-0.07,-0.86,-1.29,0.53,-0.83,-0.53,-0.45
SMU1,0.38,0.38,0.28,0.46,0.5,0.48,0.38,0.64,0.35,0.49,-0.45
SRP14,0.57,0.38,0.54,0.52,0.43,0.49,1.02,0.66,0.5,0.63,-0.45
STAM,-1.38,-0.26,-1.53,-0.97,-0.68,-0.47,-1.35,-0.16,-1.06,-0.73,-0.45
TACO1,-0.52,0.01,-0.06,-0.48,-0.12,0.33,0.11,0.31,-0.19,0.03,-0.45
TGIF2,0.05,0.08,0,0.25,-0.18,-0.02,1.22,-0.11,0.04,0.23,-0.45
TMEM138,-0.39,-0.78,-0.02,-0.53,0.77,-0.16,-0.56,-0.29,-0.4,-0.15,-0.45
TMEM50A,0.03,0.09,-0.08,0.17,0.44,0.11,0.15,0.16,0.01,0.21,-0.45
TMEM63C,-1,0.02,0.22,0.33,0.12,-0.24,0.59,-0.93,-0.25,-0.03,-0.45
TRIM32,-0.17,-0.2,-0.55,0.16,0.2,0.32,-1.28,0.21,-0.31,-0.08,-0.45
TROAP,0.25,-0.47,0.94,0.36,0.26,-0.36,1.49,0.28,0.24,0.4,-0.45
TYROBP,-0.53,0.02,0.01,0.37,0.14,-0.45,0.12,0.08,-0.16,0.05,-0.45
UBXN2A,0.5,0.63,0.33,0.48,0.36,0.36,1.29,0.6,0.49,0.62,-0.45
VSIG4,-0.93,-0.76,-0.91,-0.53,-0.78,-0.45,-0.58,-0.47,-0.87,-0.56,-0.45
YTHDF1,-0.52,-0.46,-1.35,-0.52,-0.34,-0.35,-0.12,-1.07,-0.77,-0.48,-0.45
ZNF7,-0.61,0.02,0.25,-0.47,0.39,0.56,0.4,-0.42,-0.11,0.09,-0.45
ANKRD13A,-0.31,-0.7,-0.18,-0.34,0.43,-0.18,-0.66,0.02,-0.4,-0.15,-0.46
ARSI,-0.79,-0.58,-0.88,-0.66,-0.31,-1,-0.17,-0.14,-0.75,-0.46,-0.46
ASB16,0.76,-0.59,0.33,0.44,-0.39,-0.15,0.31,1.51,0.17,0.34,-0.46
B3GNT2,0.35,-0.06,0.72,0.43,0.35,0.67,0.27,0.74,0.34,0.49,-0.46
BLID,0.42,-0.04,0.29,-0.09,0.32,0.8,0.27,0.69,0.23,0.4,-0.46
BMP1,-0.39,-0.42,0.31,-0.08,-0.94,0.71,0.62,-0.04,-0.17,0.05,-0.46
C10orf32,-0.3,0,-0.27,-0.2,-0.24,0.17,-0.01,0.47,-0.19,0.04,-0.46
C1orf158,-0.55,-0.19,-1.5,-0.5,-0.3,-0.57,-0.08,-0.81,-0.75,-0.45,-0.46
CASP7,-0.66,-0.59,-0.9,-0.7,-0.35,0.5,-1.14,-0.45,-0.72,-0.43,-0.46
CBR4,-0.04,0.11,-0.4,-0.23,-0.04,0.25,0.14,0.39,-0.11,0.1,-0.46
CCL5,0.15,1.73,-0.26,0.83,0.05,0.35,0.72,1.39,0.54,0.67,-0.46
CENPP,2.84,2.88,3.39,2.58,2.41,2.42,4.91,1.91,3.04,2.84,-0.46
CHRNA3,-0.65,-0.82,-0.32,-0.6,-0.61,-0.07,0.91,-1.23,-0.6,-0.32,-0.46
CNKSR1,-0.69,-0.21,-0.61,-0.4,-0.55,-0.48,0.67,-0.44,-0.5,-0.24,-0.46
COPRS,1.68,0.7,0.87,0.51,2.09,0.83,0.8,1.49,1.08,1.14,-0.46
COPZ1,1.73,1.53,2.9,1.69,3.09,1.98,1.47,1.68,2.05,1.98,-0.46
CST7,-0.42,-0.74,-1.61,-0.21,-0.45,-0.5,-1.21,-0.67,-0.92,-0.61,-0.46
DDX19A,0.19,-0.25,0.57,0.37,0.01,0.92,0.11,0.32,0.17,0.35,-0.46
ERCC6L2,-1.17,-0.98,-0.86,-1.08,-0.96,-0.17,-0.75,-0.4,-1,-0.67,-0.46
FOXA3,0.11,0.49,-0.59,-0.12,0.86,0.23,0.1,-0.06,0,0.2,-0.46
FRRS1L,-1.19,-0.88,-0.4,-0.53,-0.34,-0.68,-0.63,-0.42,-0.82,-0.52,-0.46
GLCE,-0.39,-0.2,-0.24,-0.33,-0.46,-0.55,1.26,-0.13,-0.28,-0.04,-0.46
ICAM2,-0.55,-0.73,-0.78,-0.74,-0.73,0.48,-0.98,-0.04,-0.69,-0.4,-0.46
INA,-0.43,-0.07,-0.41,-0.76,0.06,-0.07,0.13,0.34,-0.3,-0.06,-0.46
ITK,-1.42,-0.8,-0.98,-1.11,-0.78,-0.26,-1.21,-0.28,-1.07,-0.73,-0.46
KRTAP12-4,-0.15,-0.09,-0.66,0.09,-0.17,0.38,-0.22,-0.4,-0.3,-0.06,-0.46
KRTAP16-1,-0.44,-0.61,-0.27,-0.75,0.04,-0.22,-0.57,0.58,-0.44,-0.19,-0.46
KRTAP20-3,0.45,0.65,0.5,0.53,0.61,0.54,0.63,1.01,0.53,0.67,-0.46
LAMTOR2,3.15,-0.97,3.11,2.42,3.29,1.43,1.05,0.48,1.76,1.73,-0.46
LPIN1,-0.31,-0.46,-1.05,-0.67,0.49,-0.58,-0.81,-0.1,-0.61,-0.33,-0.46
LYNX1,0.85,-0.21,-1.16,0.22,0.42,-0.39,-0.23,0.21,-0.17,0.05,-0.46
LYSMD3,0.38,0.37,0.34,0.86,0.45,0.38,0.34,0.53,0.36,0.51,-0.46
MCM9,-0.77,-1.09,-0.26,-0.81,-0.19,-0.48,-0.42,-0.18,-0.71,-0.42,-0.46
MRPL42,0.09,0.42,1.26,0.85,0.51,0.79,1.23,0.19,0.59,0.71,-0.46
MUC13,-0.77,-1.16,-0.33,0.26,-0.71,-0.77,-0.47,-0.57,-0.75,-0.45,-0.46
NKAIN1,0.39,-0.5,-0.44,-0.02,0.05,0.16,-0.07,0.09,-0.18,0.04,-0.46
OR10G2,0.4,0.37,0.36,0.61,0.51,0.55,0.23,0.74,0.38,0.53,-0.46
OR4D1,-0.04,-0.38,-0.51,-0.19,0.03,-0.04,0.08,-0.24,-0.31,-0.07,-0.46
OR4K1,-0.07,1.01,-0.33,0.54,0.57,0.08,0.38,0.3,0.2,0.37,-0.46
PIGO,-0.54,-0.24,0.64,0.36,-0.5,0.42,0.51,0.01,-0.05,0.16,-0.46
PIGX,0.02,0,0.35,0.15,0.44,-0.32,1.29,-0.01,0.13,0.31,-0.46
PRDX1,1.01,0.23,0.81,0.26,0.5,1.32,1.36,0.54,0.68,0.79,-0.46
PTN,-0.02,0,-0.27,0.05,0.28,-0.33,0.27,0.31,-0.1,0.12,-0.46
RPLP0,1.61,1.54,0.78,1.62,1.47,1.45,0.78,1.39,1.31,1.34,-0.46
SCO1,2.05,2.08,0.4,1.58,1.96,2.2,1.11,0.7,1.51,1.51,-0.46
SERPINC1,-0.08,-0.21,-0.94,-0.27,-0.14,-0.64,-0.15,0.39,-0.41,-0.16,-0.46
SLFN14,0.07,-0.72,-0.38,0.07,-0.43,-0.02,-0.29,0.18,-0.34,-0.1,-0.46
SPINK8,-0.44,-0.46,-1.25,-0.54,-0.73,-0.55,0.26,-0.57,-0.72,-0.43,-0.46
SYT9,-1.12,-1.03,-1.04,-1.06,-0.88,-0.75,-0.89,-0.05,-1.06,-0.73,-0.46
TCEAL4,-0.51,0.06,-0.2,-0.17,-0.13,0.04,0.41,-0.1,-0.22,0.01,-0.46
TCN1,0.22,0.21,-0.19,0.14,0.08,0.38,0.26,0.5,0.08,0.27,-0.46
TMEM158,-0.32,-0.65,-0.93,-0.37,-0.18,-0.35,-0.43,-0.43,-0.63,-0.35,-0.46
TMEM245,0.27,-0.18,-0.04,0.46,0.29,0.42,0.09,-0.18,0.02,0.21,-0.46
TRIP10,-1.06,-0.93,-0.62,-0.75,-0.62,-0.55,-0.98,0.13,-0.87,-0.56,-0.46
VAMP8,-0.04,-0.72,-0.12,-0.47,0.55,-0.83,0.61,-0.14,-0.29,-0.06,-0.46
VIMP,-0.81,-0.42,1.15,-0.05,0.47,0.18,0.59,-0.3,-0.03,0.18,-0.46
VSTM2L,0.17,-0.85,0.3,-0.06,-0.23,-0.32,0.82,0.23,-0.13,0.09,-0.46
ZMIZ2,-1.19,-0.58,-0.87,0.13,-0.87,-0.5,-0.72,-0.87,-0.88,-0.57,-0.46
ZNF432,-0.3,0.24,-0.38,0.06,-0.12,0.64,-0.37,0.17,-0.14,0.07,-0.46
ZNF502,0.05,0.22,-0.11,0.39,0,0.01,0.32,0.51,0.05,0.25,-0.46
ABTB1,-0.67,-0.15,-1.34,-0.91,-0.49,-1.06,0.44,-0.1,-0.72,-0.42,-0.47
ADAMDEC1,-1.19,-0.82,-1.34,-1.01,-1.2,-0.22,-0.56,-0.85,-1.11,-0.77,-0.47
AKR1C4,0.47,0.39,0.35,0.48,0.34,0.68,0.66,0.63,0.4,0.56,-0.47
ATP5B,2.36,4.82,4.78,4.5,4.06,4.74,3.88,1.18,3.98,3.67,-0.47
ATP6AP1L,-0.83,-1.23,-1.07,-0.4,-0.91,-0.44,-0.65,-1.13,-1.05,-0.71,-0.47
BHLHE40,-0.93,-0.52,-1.01,-0.69,-0.13,-0.41,-0.81,-0.51,-0.82,-0.51,-0.47
BRCC3,0.46,0.2,0.12,0.07,0.91,1.14,-0.12,0.16,0.26,0.43,-0.47
C11orf42,-1.13,-0.15,-1.01,-0.69,-0.69,0.52,-0.26,-1.18,-0.76,-0.46,-0.47
C12orf52,-0.28,-0.77,-0.94,-0.43,-0.06,-1.08,0.34,-0.68,-0.67,-0.38,-0.47
CAT,0.05,-0.3,-0.21,-0.31,-0.71,-0.09,2.1,-0.65,-0.15,0.07,-0.47
CNOT4,2.32,-0.72,-0.38,0.03,0.34,0.24,2.36,-0.18,0.4,0.56,-0.47
CORO7,0.22,0.12,0.52,0.22,0.22,1.47,0.31,0.05,0.29,0.46,-0.47
DEFB128,0.41,0.54,0.33,0.56,0.41,0.56,0.84,0.49,0.43,0.57,-0.47
DHRS1,-1.16,-1,0.19,-0.57,-0.56,0.12,-0.08,-0.74,-0.66,-0.37,-0.47
DPYS,-0.68,-0.57,-0.77,-0.91,-0.38,-0.08,-0.65,0.1,-0.67,-0.38,-0.47
DTD2,-0.45,-0.39,0.42,-0.25,0.08,-0.21,0.32,0.47,-0.14,0.08,-0.47
DTNB,-0.66,-1.15,-0.41,-0.79,-0.52,-0.26,-0.03,-0.61,-0.74,-0.44,-0.47
ENO3,-0.66,0.21,-1.05,-0.33,-0.27,-0.55,-0.18,0.19,-0.5,-0.23,-0.47
ERBB2IP,-0.34,-0.33,-0.44,0.16,0.51,-0.31,-0.54,-0.43,-0.37,-0.12,-0.47
FBXO4,-0.58,-0.69,-0.86,-0.7,-0.27,-0.12,-0.49,-0.51,-0.71,-0.42,-0.47
GIP,-0.63,-0.45,-0.94,-0.31,-0.67,-0.63,-0.18,-0.13,-0.67,-0.38,-0.47
HCRT,0.08,-0.45,0.92,0.22,-0.42,0.81,0.63,0.56,0.18,0.36,-0.47
KRT76,-0.05,-0.22,-0.61,-0.52,0.35,-0.35,0.41,-0.16,-0.29,-0.05,-0.47
KRTAP21-3,0.38,0.42,0.27,0.53,0.48,0.64,0.37,0.55,0.36,0.51,-0.47
KY,-0.75,-0.32,-1.04,-0.35,-0.4,-0.09,-0.3,-0.9,-0.7,-0.41,-0.47
LCA5,-0.32,-0.55,-0.52,0.15,-0.6,0.28,-0.58,-0.27,-0.47,-0.2,-0.47
LDOC1L,-0.88,-0.66,-1.31,-0.54,-1.06,-0.13,-0.6,-0.81,-0.95,-0.63,-0.47
LIX1L,-0.03,1.61,0.24,0.25,0.88,0.39,1.12,1.01,0.61,0.73,-0.47
LRP4,-0.7,-0.65,-0.37,-0.61,-0.21,0.05,-0.46,-0.24,-0.57,-0.29,-0.47
NET1,0.33,-0.68,-1.4,-0.38,-0.76,0.06,0.19,-0.63,-0.58,-0.3,-0.47
OTOR,-0.19,-0.04,-0.95,-0.33,0.01,-0.54,0.18,-0.01,-0.39,-0.14,-0.47
PAPD7,-1.14,-0.85,-0.64,-0.83,-0.92,-0.69,0.42,-0.78,-0.88,-0.56,-0.47
PEX11B,0.04,-0.19,-0.22,0.21,-0.17,-0.4,0.43,0.43,-0.12,0.1,-0.47
PHF16,-1.01,-0.41,-0.6,-0.39,-0.5,-0.58,-0.39,-0.05,-0.67,-0.38,-0.47
PLTP,-0.56,-1.31,-1.45,-0.45,-0.67,-0.3,-1.19,-1.2,-1.11,-0.76,-0.47
PNMAL1,-0.61,-0.89,-1.41,-0.42,-0.64,-0.86,-0.77,-0.53,-0.97,-0.64,-0.47
PPP1R3E,-0.26,0.2,-0.2,-0.45,-0.13,-0.48,-0.04,1.72,-0.09,0.12,-0.47
ROR1,-0.79,-0.01,-0.23,-0.86,-0.18,0.22,0.16,0.18,-0.35,-0.1,-0.47
SCP2D1,-0.4,-0.12,-0.3,-0.26,-0.22,-0.23,-0.3,0.83,-0.27,-0.04,-0.47
SLC25A24,-0.39,-0.15,-0.87,-0.39,0.31,-0.57,0.24,-0.62,-0.47,-0.21,-0.47
SLC30A3,-0.68,-0.99,-0.9,-0.38,-0.8,-0.88,-0.29,-0.35,-0.86,-0.54,-0.47
SLMAP,1.23,-0.34,0.83,-0.28,0,1.31,1.12,1.36,0.57,0.7,-0.47
SOCS6,-0.13,-0.03,-0.61,-0.03,-0.11,-0.02,0.19,-0.13,-0.26,-0.02,-0.47
SOGA2,-0.86,-1.24,-1.68,-1.13,-0.92,-1.12,-1,-0.3,-1.26,-0.89,-0.47
SOHLH1,-0.85,-0.55,-1.18,-0.5,-0.68,-0.51,-0.72,-0.32,-0.86,-0.55,-0.47
SPINK2,-0.39,-0.94,-0.46,-0.31,-0.19,-0.68,0.24,-0.65,-0.6,-0.32,-0.47
TDRD10,-0.29,-0.06,-0.83,-0.33,0.13,-0.93,0.36,0.07,-0.39,-0.14,-0.47
TIMMDC1,0.94,-0.02,1.74,0.57,2.44,1.72,0.71,-0.57,0.88,0.98,-0.47
TMEM141,0.11,0.34,-0.31,0.19,0.63,0.1,-0.19,0.49,0.05,0.25,-0.47
TMEM168,-1.23,-1.02,-0.88,-0.48,-0.27,-0.53,-1.27,-0.99,-1.04,-0.71,-0.47
TSTD2,-0.64,-0.81,-0.77,0.66,-0.35,-0.65,-0.98,-0.88,-0.74,-0.44,-0.47
WDR34,-0.28,0.02,-1.31,-0.4,-0.33,0.31,-0.53,-0.32,-0.52,-0.25,-0.47
WDR76,0.01,-0.74,-0.42,-0.1,-0.48,-0.67,-0.13,0.72,-0.39,-0.13,-0.47
WDYHV1,-0.08,-0.08,1.21,-0.11,0.66,0.91,1.09,-0.01,0.35,0.51,-0.47
ZNF133,-0.78,-0.6,-1.31,-0.6,-0.61,-0.89,-0.02,-0.76,-0.9,-0.58,-0.47
ZNHIT1,0.81,0.05,0,0.34,0.29,0.92,0.24,0.48,0.29,0.45,-0.47
ZSWIM1,-0.39,-0.22,-0.42,-0.19,-0.39,0.71,0.42,-1.04,-0.34,-0.1,-0.47
ACOT7,-0.58,-0.63,0.46,-0.19,0.13,0.05,0.27,-0.3,-0.25,-0.01,-0.48
ANKRD34B,-0.45,-0.53,-0.92,-0.59,-0.41,0.04,-0.45,-0.31,-0.63,-0.34,-0.48
ANKRD54,0.13,-0.56,-0.4,0.33,-0.16,-0.59,0.31,-0.06,-0.28,-0.03,-0.48
ARPC5L,0.5,-0.3,-0.68,0.75,-0.16,-0.81,0.01,0.55,-0.16,0.07,-0.48
